name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Cebus_flavius	NA	NA	NA	1112861	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Cebus_capucinus	NA	NA	NA	9516	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Cebus_xanthosternos	NA	NA	NA	174599	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Cebus_albifrons	NA	NA	NA	9514	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saimiri_sciureus	NA	NA	NA	9521	NA	NA	NA	9520	NA	NA	378850	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Cebus_nigritus	NA	NA	NA	867366	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Cebus_cay	NA	NA	NA	649471	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Cebus_olivaceus	NA	NA	NA	37295	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Cebus_apella	NA	NA	NA	9515	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Cebus_libidinosus	NA	NA	NA	1126382	NA	NA	NA	9513	NA	NA	38070	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saimiri_ustus	NA	NA	NA	66265	NA	NA	NA	9520	NA	NA	378850	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saimiri_boliviensis	NA	NA	NA	27679	NA	NA	NA	9520	NA	NA	378850	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saimiri_oerstedii	NA	NA	NA	70928	NA	NA	NA	9520	NA	NA	378850	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
