name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Peperomia blanda 	NA	NA	NA	352167	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia emarginella 	NA	NA	NA	352174	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia galioides 	NA	NA	NA	352177	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia glabella 	NA	NA	NA	352178	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia hernandiifolia 	NA	NA	NA	511528	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia lancifolia 	NA	NA	NA	352185	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia macrostachya 	NA	NA	NA	352187	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia magnoliifolia 	NA	NA	NA	352188	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia obtusifolia 	NA	NA	NA	69414	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia pellucida 	NA	NA	NA	352190	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia pernambucensis 	NA	NA	NA	352191	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia quadrifolia 	NA	NA	NA	405314	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia rhombea 	NA	NA	NA	352196	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia rotundifolia 	NA	NA	NA	352197	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia serpens 	NA	NA	NA	35929	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia tetraphylla 	NA	NA	NA	126647	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Peperomia urocarpa 	NA	NA	NA	352203	NA	NA	NA	13196	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper adenandrum 	NA	NA	NA	538226	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper aduncum 	NA	NA	NA	130377	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper aequale 	NA	NA	NA	405316	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper amalago 	NA	NA	NA	130378	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper anonifolium 	NA	NA	NA	538231	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper arboreum 	NA	NA	NA	130381	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper augustum 	NA	NA	NA	130384	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper aulacospermum 	NA	NA	NA	538234	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper avellanum 	NA	NA	NA	511535	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper bartlingianum 	NA	NA	NA	130386	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper brownsbergense 	NA	NA	NA	538241	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper cernuum 	NA	NA	NA	425145	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper consanguineum 	NA	NA	NA	538249	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper crassinervium 	NA	NA	NA	538253	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
Piper dilatatum 	NA	NA	NA	405323	NA	NA	NA	13215	NA	NA	NA	16739	NA	NA	NA	NA	16736	NA	NA	NA	NA	NA	NA	35493	NA	NA	33090	2759
