name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Lepilemur_leucopus	NA	NA	NA	100475	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_manasamody	NA	NA	NA	458171	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_otto	NA	NA	NA	458173	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_mitsinjoensis	NA	NA	NA	236287	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_septentrionalis	NA	NA	NA	78584	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_dorsalis	NA	NA	NA	78583	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_sahamalazensis	NA	NA	NA	342398	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_edwardsi	NA	NA	NA	122230	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_microdon	NA	NA	NA	185457	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_seali	NA	NA	NA	236288	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_aeeclis	NA	NA	NA	342399	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_mustelinus	NA	NA	NA	9453	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_randrianasoloi	NA	NA	NA	886965	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_jamesi	NA	NA	NA	486960	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_ankaranensis	NA	NA	NA	342401	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_ruficaudatus	NA	NA	NA	78866	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_mittermeieri	NA	NA	NA	378517	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Megaladapis_edwardsi	NA	NA	NA	185953	NA	NA	NA	126593	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
