name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Galago_gallarum	NA	NA	NA	111173	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Galago_alleni	NA	NA	NA	34830	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Otolemur_garnettii	NA	NA	NA	30611	NA	NA	NA	30610	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Galago_granti	NA	NA	NA	261732	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Galagoides_zanzibaricus	NA	NA	NA	111174	NA	NA	NA	89671	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Galago_matschiei	NA	NA	NA	135486	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Otolemur_crassicaudatus	NA	NA	NA	9463	NA	NA	NA	30610	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Galagoides_demidoff	NA	NA	NA	89672	NA	NA	NA	89671	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Galago_senegalensis	NA	NA	NA	9465	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Galagoides_orinus	NA	NA	NA	337210	NA	NA	NA	89671	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Euoticus_elegantulus	NA	NA	NA	261736	NA	NA	NA	261735	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Archaeolemur_edwardsi	NA	NA	NA	523822	NA	NA	NA	523820	NA	NA	NA	30599	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Galago_gabonensis	NA	NA	NA	261731	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Propithecus_deckenii	NA	NA	NA	475618	NA	NA	NA	30600	NA	NA	NA	30599	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lepilemur_mittermeieri	NA	NA	NA	378517	NA	NA	NA	9452	NA	NA	NA	30614	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Galago_moholi	NA	NA	NA	30609	NA	NA	NA	9462	NA	NA	NA	40297	NA	NA	376917	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
