name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Saguinus_inustus	NA	NA	NA	1079039	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Callithrix_humilis	NA	NA	NA	666519	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_mystax	NA	NA	NA	9488	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_bicolor	NA	NA	NA	37588	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_fuscicollis	NA	NA	NA	9487	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_leucopus	NA	NA	NA	290597	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_oedipus	NA	NA	NA	9490	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_labiatus	NA	NA	NA	78454	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_imperator	NA	NA	NA	9491	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Callithrix_rondoni	NA	NA	NA	1127763	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_martinsi	NA	NA	NA	356666	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_niger	NA	NA	NA	356665	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Callithrix_saterei	NA	NA	NA	198702	NA	NA	NA	9481	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_geoffroyi	NA	NA	NA	43778	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_midas	NA	NA	NA	30586	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_tripartitus	NA	NA	NA	122388	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Saguinus_graellsi	NA	NA	NA	873073	NA	NA	NA	9486	NA	NA	9480	9498	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
