name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Lynx_lynx	NA	NA	NA	13125	NA	NA	NA	13124	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lynx_canadensis	NA	NA	NA	61383	NA	NA	NA	13124	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lynx_rufus	NA	NA	NA	61384	NA	NA	NA	13124	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lynx_pardinus	NA	NA	NA	191816	NA	NA	NA	13124	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
environmental_samples	NA	NA	NA	293275	NA	NA	NA	2949	NA	NA	NA	252141	NA	NA	NA	NA	89954	NA	NA	NA	2864	NA	NA	NA	NA	NA	NA	2759
environmental_samples	NA	NA	NA	311979	NA	NA	NA	2949	NA	NA	NA	252141	NA	NA	NA	NA	89954	NA	NA	NA	2864	NA	NA	NA	NA	NA	NA	2759
Panthera_leo	NA	NA	NA	9689	NA	NA	NA	9688	NA	NA	338153	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Panthera_onca	NA	NA	NA	9690	NA	NA	NA	9688	NA	NA	338153	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Panthera_pardus	NA	NA	NA	9691	NA	NA	NA	9688	NA	NA	338153	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Panthera_tigris	NA	NA	NA	9694	NA	NA	NA	9688	NA	NA	338153	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Uncia_uncia	NA	NA	NA	29064	NA	NA	NA	29063	NA	NA	338153	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Pardofelis_marmorata	NA	NA	NA	61410	NA	NA	NA	61409	NA	NA	338153	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Neofelis_nebulosa	NA	NA	NA	61452	NA	NA	NA	61451	NA	NA	338153	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Neofelis_diardi	NA	NA	NA	427616	NA	NA	NA	61451	NA	NA	338153	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
