name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Alouatta_sara	NA	NA	NA	121123	NA	NA	NA	9499	NA	NA	38066	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Alouatta_pigra	NA	NA	NA	182253	NA	NA	NA	9499	NA	NA	38066	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Alouatta_guariba	NA	NA	NA	182256	NA	NA	NA	9499	NA	NA	38066	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Alouatta_caraya	NA	NA	NA	9502	NA	NA	NA	9499	NA	NA	38066	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Alouatta_stramineus	NA	NA	NA	163110	NA	NA	NA	9499	NA	NA	38066	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Ateles_hybridus	NA	NA	NA	129801	NA	NA	NA	9506	NA	NA	38068	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Alouatta_palliata	NA	NA	NA	30589	NA	NA	NA	9499	NA	NA	38066	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Alouatta_belzebul	NA	NA	NA	30590	NA	NA	NA	9499	NA	NA	38066	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Brachyteles_hypoxanthus	NA	NA	NA	342807	NA	NA	NA	30593	NA	NA	38068	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Alouatta_seniculus	NA	NA	NA	9503	NA	NA	NA	9499	NA	NA	38066	378855	NA	9479	314293	376913	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
