name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Crocuta_crocuta	NA	NA	NA	9678	NA	NA	NA	9677	NA	NA	NA	9676	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Proteles_cristatus	NA	NA	NA	9680	NA	NA	NA	9679	NA	NA	NA	9676	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Hyaena_hyaena	NA	NA	NA	95912	NA	NA	NA	95911	NA	NA	NA	9676	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Parahyaena_brunnea	NA	NA	NA	172271	NA	NA	NA	172270	NA	NA	NA	9676	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Acinonyx_jubatus	NA	NA	NA	32536	NA	NA	NA	32535	NA	NA	338151	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Felis_silvestris	NA	NA	NA	9683	NA	NA	NA	9682	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Felis_catus	NA	NA	NA	9685	NA	NA	NA	9682	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Felis_chaus	NA	NA	NA	61376	NA	NA	NA	9682	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Felis_margarita	NA	NA	NA	61378	NA	NA	NA	9682	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Felis_nigripes	NA	NA	NA	61379	NA	NA	NA	9682	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lynx_lynx	NA	NA	NA	13125	NA	NA	NA	13124	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lynx_canadensis	NA	NA	NA	61383	NA	NA	NA	13124	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lynx_rufus	NA	NA	NA	61384	NA	NA	NA	13124	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lynx_pardinus	NA	NA	NA	191816	NA	NA	NA	13124	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
environmental_samples	NA	NA	NA	293275	NA	NA	NA	2949	NA	NA	NA	252141	NA	NA	NA	NA	89954	NA	NA	NA	2864	NA	NA	NA	NA	NA	NA	2759
environmental_samples	NA	NA	NA	311979	NA	NA	NA	2949	NA	NA	NA	252141	NA	NA	NA	NA	89954	NA	NA	NA	2864	NA	NA	NA	NA	NA	NA	2759
Prionailurus_bengalensis	NA	NA	NA	37029	NA	NA	NA	37028	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Prionailurus_iriomotensis	NA	NA	NA	37030	NA	NA	NA	37028	NA	NA	338152	9681	NA	NA	NA	379583	33554	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
